Unit	F	f_feminin	score_feminin	f_manuel	score_manuel	f_masculin	score_masculin
莫要	6	4	0.654	0	-0.5675	2	-0.225
安排	6	4	0.654	0	-0.5675	2	-0.225
寻找	6	4	0.654	0	-0.5675	2	-0.225
寻	6	4	0.654	0	-0.5675	2	-0.225
暗喜	6	3	0.2875	0	-0.5675	3	0.3932
歇息	6	4	0.654	0	-0.5675	2	-0.225
国	6	3	0.2875	0	-0.5675	3	0.3932
腰身	6	6	2.2049	0	-0.5675	0	-1.2257
富态	6	5	1.2513	0	-0.5675	1	-0.5625
的话	6	6	2.2049	0	-0.5675	0	-1.2257
招赘	6	5	1.2513	0	-0.5675	1	-0.5625
真切	6	5	1.2513	0	-0.5675	1	-0.5625
关文	6	6	2.2049	0	-0.5675	0	-1.2257
郎君	6	6	2.2049	0	-0.5675	0	-1.2257
嘟囔	6	2	-0.315	0	-0.5675	4	0.8336
动弹不得	6	4	0.654	0	-0.5675	2	-0.225
相迎	6	4	0.654	0	-0.5675	2	-0.225
大公鸡	6	3	0.2875	0	-0.5675	3	0.3932
脱险	6	3	0.2875	0	-0.5675	3	0.3932
岂可	6	4	0.654	0	-0.5675	2	-0.225
禅心	6	3	0.2875	0	-0.5675	3	0.3932
虚实	6	4	0.654	0	-0.5675	2	-0.225
站	6	3	0.2875	0	-0.5675	3	0.3932
怪	6	5	1.2513	0	-0.5675	1	-0.5625
暗骂	6	5	1.2513	0	-0.5675	1	-0.5625
毒	6	5	1.2513	0	-0.5675	1	-0.5625
嘴里	6	2	-0.315	0	-0.5675	4	0.8336
遭	6	6	2.2049	0	-0.5675	0	-1.2257
化斋	6	1	-0.7196	0	-0.5675	5	1.5135
传来	6	3	0.2875	0	-0.5675	3	0.3932
那里	6	1	-0.7196	0	-0.5675	5	1.5135
说说话	6	6	2.2049	0	-0.5675	0	-1.2257
看着	6	2	-0.315	0	-0.5675	4	0.8336
小心	6	1	-0.7196	0	-0.5675	5	1.5135
今年	6	6	2.2049	0	-0.5675	0	-1.2257
没	6	0	-1.4608	0	-0.5675	6	2.5547
瞬间	6	0	-1.4608	0	-0.5675	6	2.5547
急忙	6	0	-1.4608	0	-0.5675	6	2.5547
扎	6	0	-1.4608	0	-0.5675	6	2.5547
石桥	6	0	-1.4608	0	-0.5675	6	2.5547
女菩萨	5	0	-1.2173	5	3.5427	0	-1.0214
1	5	0	-1.2173	5	3.5427	0	-1.0214
/	5	0	-1.2173	5	3.5427	0	-1.0214
第三十章	5	1	-0.5398	2	0.5953	2	0.2084
真个	5	3	0.4332	0	-0.4729	2	0.2084
看见	5	1	-0.5398	0	-0.4729	4	1.1591
造化	5	3	0.4332	0	-0.4729	2	0.2084
一块	5	2	-0.1999	0	-0.4729	3	0.5598
眼珠	5	4	0.9535	0	-0.4729	1	-0.419
一转	5	4	0.9535	0	-0.4729	1	-0.419
儿	5	3	0.4332	0	-0.4729	2	0.2084
想必	5	4	0.9535	0	-0.4729	1	-0.419
正要	5	3	0.4332	0	-0.4729	2	0.2084
火眼金睛	5	3	0.4332	0	-0.4729	2	0.2084
哩	5	2	-0.1999	0	-0.4729	3	0.5598
一看	5	4	0.9535	0	-0.4729	1	-0.419
收拾	5	2	-0.1999	0	-0.4729	3	0.5598
行	5	4	0.9535	0	-0.4729	1	-0.419
手	5	2	-0.1999	0	-0.4729	3	0.5598
下马	5	4	0.9535	0	-0.4729	1	-0.419
四个	5	2	-0.1999	0	-0.4729	3	0.5598
只怕	5	4	0.9535	0	-0.4729	1	-0.419
方才	5	4	0.9535	0	-0.4729	1	-0.419
如	5	1	-0.5398	0	-0.4729	4	1.1591
紧	5	2	-0.1999	0	-0.4729	3	0.5598
险些	5	4	0.9535	0	-0.4729	1	-0.419
双手	5	4	0.9535	0	-0.4729	1	-0.419
跟	5	1	-0.5398	0	-0.4729	4	1.1591
沙	5	3	0.4332	0	-0.4729	2	0.2084
因为	5	2	-0.1999	0	-0.4729	3	0.5598
热汤	5	2	-0.1999	0	-0.4729	3	0.5598
皆	5	5	1.8373	0	-0.4729	0	-1.0214
眼睛	5	3	0.4332	0	-0.4729	2	0.2084
破儿	5	3	0.4332	0	-0.4729	2	0.2084
一眼	5	3	0.4332	0	-0.4729	2	0.2084
胎气	5	3	0.4332	0	-0.4729	2	0.2084
急	5	1	-0.5398	0	-0.4729	4	1.1591
离	5	1	-0.5398	0	-0.4729	4	1.1591
一股	5	4	0.9535	0	-0.4729	1	-0.419
按下	5	3	0.4332	0	-0.4729	2	0.2084
那道人	5	1	-0.5398	0	-0.4729	4	1.1591
客气	5	4	0.9535	0	-0.4729	1	-0.419
两人	5	5	1.8373	0	-0.4729	0	-1.0214
紧闭	5	2	-0.1999	0	-0.4729	3	0.5598
葫芦	5	5	1.8373	0	-0.4729	0	-1.0214
上来	5	3	0.4332	0	-0.4729	2	0.2084
再也	5	4	0.9535	0	-0.4729	1	-0.419
呢	5	3	0.4332	0	-0.4729	2	0.2084
不美哉	5	5	1.8373	0	-0.4729	0	-1.0214
便命	5	5	1.8373	0	-0.4729	0	-1.0214
不愿	5	5	1.8373	0	-0.4729	0	-1.0214
酒过三巡	5	4	0.9535	0	-0.4729	1	-0.419
自幼	5	3	0.4332	0	-0.4729	2	0.2084
打听	5	3	0.4332	0	-0.4729	2	0.2084
黑胖	5	5	1.8373	0	-0.4729	0	-1.0214
大耳	5	5	1.8373	0	-0.4729	0	-1.0214
哪	5	3	0.4332	0	-0.4729	2	0.2084
憨厚	5	3	0.4332	0	-0.4729	2	0.2084
一把	5	3	0.4332	0	-0.4729	2	0.2084
丑陋	5	2	-0.1999	0	-0.4729	3	0.5598
拜	5	2	-0.1999	0	-0.4729	3	0.5598
至	5	1	-0.5398	0	-0.4729	4	1.1591
殿	5	1	-0.5398	0	-0.4729	4	1.1591
浑身	5	3	0.4332	0	-0.4729	2	0.2084
酥软	5	3	0.4332	0	-0.4729	2	0.2084
似	5	2	-0.1999	0	-0.4729	3	0.5598
高徒	5	5	1.8373	0	-0.4729	0	-1.0214
可是	5	4	0.9535	0	-0.4729	1	-0.419
面色	5	5	1.8373	0	-0.4729	0	-1.0214
一变	5	5	1.8373	0	-0.4729	0	-1.0214
接	5	1	-0.5398	0	-0.4729	4	1.1591
吩咐	5	3	0.4332	0	-0.4729	2	0.2084
不过	5	4	0.9535	0	-0.4729	1	-0.419
摄	5	3	0.4332	0	-0.4729	2	0.2084
跳	5	4	0.9535	0	-0.4729	1	-0.419
赶来	5	4	0.9535	0	-0.4729	1	-0.419
大叫	5	5	1.8373	0	-0.4729	0	-1.0214
钉	5	1	-0.5398	0	-0.4729	4	1.1591
钯	5	1	-0.5398	0	-0.4729	4	1.1591
大小	5	2	-0.1999	0	-0.4729	3	0.5598
含泪	5	4	0.9535	0	-0.4729	1	-0.419
忘	5	4	0.9535	0	-0.4729	1	-0.419
跳上	5	1	-0.5398	0	-0.4729	4	1.1591
石屏	5	1	-0.5398	0	-0.4729	4	1.1591
花	5	1	-0.5398	0	-0.4729	4	1.1591
女怪	5	5	1.8373	0	-0.4729	0	-1.0214
转念	5	4	0.9535	0	-0.4729	1	-0.419
一想	5	4	0.9535	0	-0.4729	1	-0.419
筑	5	4	0.9535	0	-0.4729	1	-0.419
忒	5	2	-0.1999	0	-0.4729	3	0.5598
头上	5	1	-0.5398	0	-0.4729	4	1.1591
就是	5	3	0.4332	0	-0.4729	2	0.2084
洞中	5	1	-0.5398	0	-0.4729	4	1.1591
一叉	5	3	0.4332	0	-0.4729	2	0.2084
虚晃	5	1	-0.5398	0	-0.4729	4	1.1591
说话	5	3	0.4332	0	-0.4729	2	0.2084
约	5	2	-0.1999	0	-0.4729	3	0.5598
妖邪	5	2	-0.1999	0	-0.4729	3	0.5598
路旁	5	2	-0.1999	0	-0.4729	3	0.5598
究竟	5	5	1.8373	0	-0.4729	0	-1.0214
里面	5	2	-0.1999	0	-0.4729	3	0.5598
踢	5	1	-0.5398	0	-0.4729	4	1.1591
便觉	5	3	0.4332	0	-0.4729	2	0.2084
泉	5	3	0.4332	0	-0.4729	2	0.2084
看个	5	4	0.9535	0	-0.4729	1	-0.419
心思	5	3	0.4332	0	-0.4729	2	0.2084
报应	5	5	1.8373	0	-0.4729	0	-1.0214
一宿	5	3	0.4332	0	-0.4729	2	0.2084
挂	5	1	-0.5398	0	-0.4729	4	1.1591
门	5	1	-0.5398	0	-0.4729	4	1.1591
名唤	5	4	0.9535	0	-0.4729	1	-0.419
怜怜	5	3	0.4332	0	-0.4729	2	0.2084
且莫	5	1	-0.5398	0	-0.4729	4	1.1591
这位	5	3	0.4332	0	-0.4729	2	0.2084
我家	5	3	0.4332	0	-0.4729	2	0.2084
上路	5	0	-1.2173	0	-0.4729	5	2.1289
腹痛	5	0	-1.2173	0	-0.4729	5	2.1289
多少	5	0	-1.2173	0	-0.4729	5	2.1289
拿	5	0	-1.2173	0	-0.4729	5	2.1289
吊	5	0	-1.2173	0	-0.4729	5	2.1289
半合浊	5	0	-1.2173	0	-0.4729	5	2.1289
头疼	4	0	-0.9738	2	0.7589	2	0.3174
古人云	4	0	-0.9738	3	1.5923	1	-0.2853
别扭	4	0	-0.9738	2	0.7589	2	0.3174
沙和尚	4	1	-0.371	1	0.2354	2	0.3174
沙和尚说	4	0	-0.9738	4	2.8341	0	-0.8171
3	4	0	-0.9738	4	2.8341	0	-0.8171
女王道	4	0	-0.9738	4	2.8341	0	-0.8171
第三十一章	4	1	-0.371	2	0.7589	1	-0.2853
奶奶	4	2	0.2408	1	0.2354	1	-0.2853
这时	4	0	-0.9738	2	0.7589	2	0.3174
恕罪	4	0	-0.9738	2	0.7589	2	0.3174
有累	4	0	-0.9738	2	0.7589	2	0.3174
唐僧问	4	0	-0.9738	4	2.8341	0	-0.8171
天色已晚	4	1	-0.371	1	0.2354	2	0.3174
身上	4	2	0.2408	0	-0.3783	2	0.3174
之上	4	2	0.2408	0	-0.3783	2	0.3174
一具	4	4	1.4698	0	-0.3783	0	-0.8171
天地	4	4	1.4698	0	-0.3783	0	-0.8171
走出	4	4	1.4698	0	-0.3783	0	-0.8171
放下	4	2	0.2408	0	-0.3783	2	0.3174
香	4	2	0.2408	0	-0.3783	2	0.3174
早	4	2	0.2408	0	-0.3783	2	0.3174
逃	4	4	1.4698	0	-0.3783	0	-0.8171
战战兢兢	4	2	0.2408	0	-0.3783	2	0.3174
慈悲	4	2	0.2408	0	-0.3783	2	0.3174
猴子	4	3	0.6689	0	-0.3783	1	-0.2853
动	4	1	-0.371	0	-0.3783	3	0.8187
有人	4	4	1.4698	0	-0.3783	0	-0.8171
老妇人	4	3	0.6689	0	-0.3783	1	-0.2853
冷笑	4	1	-0.371	0	-0.3783	3	0.8187
快活	4	1	-0.371	0	-0.3783	3	0.8187
暗中	4	3	0.6689	0	-0.3783	1	-0.2853
唤	4	2	0.2408	0	-0.3783	2	0.3174
半空	4	3	0.6689	0	-0.3783	1	-0.2853
腹中	4	3	0.6689	0	-0.3783	1	-0.2853
之物	4	3	0.6689	0	-0.3783	1	-0.2853
一动	4	3	0.6689	0	-0.3783	1	-0.2853
不住	4	1	-0.371	0	-0.3783	3	0.8187
口气	4	2	0.2408	0	-0.3783	2	0.3174
为何	4	3	0.6689	0	-0.3783	1	-0.2853
落下	4	2	0.2408	0	-0.3783	2	0.3174
远去	4	3	0.6689	0	-0.3783	1	-0.2853
身子	4	4	1.4698	0	-0.3783	0	-0.8171
更是	4	1	-0.371	0	-0.3783	3	0.8187
慌忙	4	4	1.4698	0	-0.3783	0	-0.8171
觉得	4	2	0.2408	0	-0.3783	2	0.3174
特来	4	2	0.2408	0	-0.3783	2	0.3174
讨些	4	1	-0.371	0	-0.3783	3	0.8187
治治	4	1	-0.371	0	-0.3783	3	0.8187
怀胎	4	2	0.2408	0	-0.3783	2	0.3174
一听	4	2	0.2408	0	-0.3783	2	0.3174
子	4	4	1.4698	0	-0.3783	0	-0.8171
母河	4	2	0.2408	0	-0.3783	2	0.3174
取	4	3	0.6689	0	-0.3783	1	-0.2853
护住	4	1	-0.371	0	-0.3783	3	0.8187
算了	4	1	-0.371	0	-0.3783	3	0.8187
红孩儿	4	3	0.6689	0	-0.3783	1	-0.2853
撒野	4	3	0.6689	0	-0.3783	1	-0.2853
这话	4	2	0.2408	0	-0.3783	2	0.3174
卖	4	1	-0.371	0	-0.3783	3	0.8187
取出	4	2	0.2408	0	-0.3783	2	0.3174
疼得	4	1	-0.371	0	-0.3783	3	0.8187
渐渐	4	1	-0.371	0	-0.3783	3	0.8187
路过	4	1	-0.371	0	-0.3783	3	0.8187
可愿	4	2	0.2408	0	-0.3783	2	0.3174
入宫	4	3	0.6689	0	-0.3783	1	-0.2853
脸色	4	2	0.2408	0	-0.3783	2	0.3174
无礼	4	4	1.4698	0	-0.3783	0	-0.8171
本王	4	4	1.4698	0	-0.3783	0	-0.8171
没有	4	1	-0.371	0	-0.3783	3	0.8187
强留	4	3	0.6689	0	-0.3783	1	-0.2853
惹	4	1	-0.371	0	-0.3783	3	0.8187
神通广大	4	4	1.4698	0	-0.3783	0	-0.8171
再作	4	3	0.6689	0	-0.3783	1	-0.2853
依	4	4	1.4698	0	-0.3783	0	-0.8171
席间	4	4	1.4698	0	-0.3783	0	-0.8171
一边	4	4	1.4698	0	-0.3783	0	-0.8171
我见	4	4	1.4698	0	-0.3783	0	-0.8171
欢喜	4	1	-0.371	0	-0.3783	3	0.8187
王	4	3	0.6689	0	-0.3783	1	-0.2853
当	4	1	-0.371	0	-0.3783	3	0.8187
溜出	4	3	0.6689	0	-0.3783	1	-0.2853
宫去	4	4	1.4698	0	-0.3783	0	-0.8171
追赶	4	3	0.6689	0	-0.3783	1	-0.2853
跟着	4	1	-0.371	0	-0.3783	3	0.8187
唐三藏	4	2	0.2408	0	-0.3783	2	0.3174
袈裟	4	3	0.6689	0	-0.3783	1	-0.2853
前面	4	2	0.2408	0	-0.3783	2	0.3174
嘻嘻	4	4	1.4698	0	-0.3783	0	-0.8171
扭过	4	4	1.4698	0	-0.3783	0	-0.8171
两只	4	3	0.6689	0	-0.3783	1	-0.2853
凡人	4	4	1.4698	0	-0.3783	0	-0.8171
鬓边	4	3	0.6689	0	-0.3783	1	-0.2853
女人	4	2	0.2408	0	-0.3783	2	0.3174
正好	4	3	0.6689	0	-0.3783	1	-0.2853
闷声	4	4	1.4698	0	-0.3783	0	-0.8171
谁知	4	2	0.2408	0	-0.3783	2	0.3174
嫌	4	2	0.2408	0	-0.3783	2	0.3174
纷纷	4	1	-0.371	0	-0.3783	3	0.8187
城门	4	4	1.4698	0	-0.3783	0	-0.8171
别	4	1	-0.371	0	-0.3783	3	0.8187
声音	4	3	0.6689	0	-0.3783	1	-0.2853
西梁女	4	1	-0.371	0	-0.3783	3	0.8187
意下如何	4	2	0.2408	0	-0.3783	2	0.3174
战兢兢	4	1	-0.371	0	-0.3783	3	0.8187
旁听	4	4	1.4698	0	-0.3783	0	-0.8171
凑	4	3	0.6689	0	-0.3783	1	-0.2853
再作道理	4	4	1.4698	0	-0.3783	0	-0.8171
仔细观看	4	1	-0.371	0	-0.3783	3	0.8187
那唐僧	4	4	1.4698	0	-0.3783	0	-0.8171
拜佛	4	2	0.2408	0	-0.3783	2	0.3174
先	4	3	0.6689	0	-0.3783	1	-0.2853
竟	4	3	0.6689	0	-0.3783	1	-0.2853
天	4	1	-0.371	0	-0.3783	3	0.8187
做个	4	4	1.4698	0	-0.3783	0	-0.8171
真经	4	1	-0.371	0	-0.3783	3	0.8187
西北	4	2	0.2408	0	-0.3783	2	0.3174
赶到	4	2	0.2408	0	-0.3783	2	0.3174
刺	4	1	-0.371	0	-0.3783	3	0.8187
战经	4	3	0.6689	0	-0.3783	1	-0.2853
数合	4	3	0.6689	0	-0.3783	1	-0.2853
计	4	4	1.4698	0	-0.3783	0	-0.8171
忽地	4	4	1.4698	0	-0.3783	0	-0.8171
一翘	4	4	1.4698	0	-0.3783	0	-0.8171
难忍	4	4	1.4698	0	-0.3783	0	-0.8171
降妖	4	1	-0.371	0	-0.3783	3	0.8187
受苦	4	1	-0.371	0	-0.3783	3	0.8187
降伏	4	3	0.6689	0	-0.3783	1	-0.2853
贪图	4	4	1.4698	0	-0.3783	0	-0.8171
停妻再娶	4	4	1.4698	0	-0.3783	0	-0.8171
成全	4	3	0.6689	0	-0.3783	1	-0.2853
旋风	4	2	0.2408	0	-0.3783	2	0.3174
驾云	4	1	-0.371	0	-0.3783	3	0.8187
后面	4	1	-0.371	0	-0.3783	3	0.8187
毒敌山	4	1	-0.371	0	-0.3783	3	0.8187
一盘	4	3	0.6689	0	-0.3783	1	-0.2853
欺负	4	2	0.2408	0	-0.3783	2	0.3174
伤	4	3	0.6689	0	-0.3783	1	-0.2853
须得先	4	4	1.4698	0	-0.3783	0	-0.8171
嘤	4	4	1.4698	0	-0.3783	0	-0.8171
救出	4	3	0.6689	0	-0.3783	1	-0.2853
美人	4	3	0.6689	0	-0.3783	1	-0.2853
懂	4	4	1.4698	0	-0.3783	0	-0.8171
钢叉	4	1	-0.371	0	-0.3783	3	0.8187
疼死	4	3	0.6689	0	-0.3783	1	-0.2853
好事	4	2	0.2408	0	-0.3783	2	0.3174
也好	4	2	0.2408	0	-0.3783	2	0.3174
门楼	4	1	-0.371	0	-0.3783	3	0.8187
穿	4	1	-0.371	0	-0.3783	3	0.8187
飞入	4	2	0.2408	0	-0.3783	2	0.3174
后院	4	4	1.4698	0	-0.3783	0	-0.8171
跳入	4	2	0.2408	0	-0.3783	2	0.3174
一齐	4	2	0.2408	0	-0.3783	2	0.3174
鲇鱼	4	1	-0.371	0	-0.3783	3	0.8187
不能	4	1	-0.371	0	-0.3783	3	0.8187
喘息	4	2	0.2408	0	-0.3783	2	0.3174
慢	4	1	-0.371	0	-0.3783	3	0.8187
安歇	4	1	-0.371	0	-0.3783	3	0.8187
辛苦	4	1	-0.371	0	-0.3783	3	0.8187
年	4	1	-0.371	0	-0.3783	3	0.8187
体态	4	3	0.6689	0	-0.3783	1	-0.2853
闪过	4	2	0.2408	0	-0.3783	2	0.3174
一丝	4	2	0.2408	0	-0.3783	2	0.3174
圈套	4	3	0.6689	0	-0.3783	1	-0.2853
母亲	4	2	0.2408	0	-0.3783	2	0.3174
胡言乱语	4	4	1.4698	0	-0.3783	0	-0.8171
话	4	1	-0.371	0	-0.3783	3	0.8187
记住	4	2	0.2408	0	-0.3783	2	0.3174
婚配	4	3	0.6689	0	-0.3783	1	-0.2853
阴风	4	3	0.6689	0	-0.3783	1	-0.2853
身后	4	2	0.2408	0	-0.3783	2	0.3174
逐	4	0	-0.9738	0	-0.3783	4	1.7031
师	4	0	-0.9738	0	-0.3783	4	1.7031
过来	4	0	-0.9738	0	-0.3783	4	1.7031
近	4	0	-0.9738	0	-0.3783	4	1.7031
白马	4	0	-0.9738	0	-0.3783	4	1.7031
捧	4	0	-0.9738	0	-0.3783	4	1.7031
昨夜	4	0	-0.9738	0	-0.3783	4	1.7031
外	4	0	-0.9738	0	-0.3783	4	1.7031
早日	4	0	-0.9738	0	-0.3783	4	1.7031
使出	4	0	-0.9738	0	-0.3783	4	1.7031
一起	4	0	-0.9738	0	-0.3783	4	1.7031
屁股	4	0	-0.9738	0	-0.3783	4	1.7031
沙僧见	4	0	-0.9738	0	-0.3783	4	1.7031
女妖	4	0	-0.9738	0	-0.3783	4	1.7031
天门	4	0	-0.9738	0	-0.3783	4	1.7031
脚	4	0	-0.9738	0	-0.3783	4	1.7031
半合清	4	0	-0.9738	0	-0.3783	4	1.7031
半合涩	4	0	-0.9738	0	-0.3783	4	1.7031
各自	4	0	-0.9738	0	-0.3783	4	1.7031
丝篷	4	0	-0.9738	0	-0.3783	4	1.7031
这可如何是好	3	0	-0.7304	3	2.1255	0	-0.6128
第二十九章	3	0	-0.7304	2	1.0005	1	-0.1654
行者笑道	3	0	-0.7304	3	2.1255	0	-0.6128
师弟	3	0	-0.7304	1	0.319	2	0.4994
照照	3	2	0.4041	1	0.319	0	-0.6128
三藏问	3	0	-0.7304	3	2.1255	0	-0.6128
三藏说	3	0	-0.7304	3	2.1255	0	-0.6128
了不得	3	0	-0.7304	3	2.1255	0	-0.6128
拜道	3	0	-0.7304	2	1.0005	1	-0.1654
星官说	3	0	-0.7304	3	2.1255	0	-0.6128
第三十八章	3	0	-0.7304	2	1.0005	1	-0.1654
哪里话	3	0	-0.7304	1	0.319	2	0.4994
多好	3	0	-0.7304	2	1.0005	1	-0.1654
扑	3	1	-0.2178	1	0.319	1	-0.1654
头晕眼花	3	0	-0.7304	1	0.319	2	0.4994
以后	3	2	0.4041	1	0.319	0	-0.6128
第十六章	3	0	-0.7304	2	1.0005	1	-0.1654
猪八戒说	3	0	-0.7304	3	2.1255	0	-0.6128
那妇人说	3	0	-0.7304	3	2.1255	0	-0.6128
．	3	0	-0.7304	3	2.1255	0	-0.6128
不行	3	1	-0.2178	1	0.319	1	-0.1654
女婿	3	2	0.4041	1	0.319	0	-0.6128
须臾	3	1	-0.2178	0	-0.2837	2	0.4994
南山	3	2	0.4041	0	-0.2837	1	-0.1654
山坳	3	2	0.4041	0	-0.2837	1	-0.1654
吹	3	1	-0.2178	0	-0.2837	2	0.4994
正欲	3	2	0.4041	0	-0.2837	1	-0.1654
夫人	3	3	1.1024	0	-0.2837	0	-0.6128
手里	3	2	0.4041	0	-0.2837	1	-0.1654
雷公	3	2	0.4041	0	-0.2837	1	-0.1654
利害	3	2	0.4041	0	-0.2837	1	-0.1654
一计	3	2	0.4041	0	-0.2837	1	-0.1654
花容月貌	3	2	0.4041	0	-0.2837	1	-0.1654
左手	3	1	-0.2178	0	-0.2837	2	0.4994
山后	3	3	1.1024	0	-0.2837	0	-0.6128
肌似	3	2	0.4041	0	-0.2837	1	-0.1654
羊脂	3	2	0.4041	0	-0.2837	1	-0.1654
脸衬	3	2	0.4041	0	-0.2837	1	-0.1654
桃花	3	2	0.4041	0	-0.2837	1	-0.1654
瓣	3	2	0.4041	0	-0.2837	1	-0.1654
鬟	3	2	0.4041	0	-0.2837	1	-0.1654
堆	3	2	0.4041	0	-0.2837	1	-0.1654
金凤丝	3	2	0.4041	0	-0.2837	1	-0.1654
呆	3	2	0.4041	0	-0.2837	1	-0.1654
走来	3	3	1.1024	0	-0.2837	0	-0.6128
因见	3	2	0.4041	0	-0.2837	1	-0.1654
几位	3	2	0.4041	0	-0.2837	1	-0.1654
远来	3	2	0.4041	0	-0.2837	1	-0.1654
嫌弃	3	3	1.1024	0	-0.2837	0	-0.6128
米饭	3	3	1.1024	0	-0.2837	0	-0.6128
筋	3	2	0.4041	0	-0.2837	1	-0.1654
劝	3	3	1.1024	0	-0.2837	0	-0.6128
答话	3	2	0.4041	0	-0.2837	1	-0.1654
铁棒	3	1	-0.2178	0	-0.2837	2	0.4994
使个	3	2	0.4041	0	-0.2837	1	-0.1654
尸首	3	3	1.1024	0	-0.2837	0	-0.6128
指着	3	3	1.1024	0	-0.2837	0	-0.6128
骂	3	2	0.4041	0	-0.2837	1	-0.1654
凶顽	3	3	1.1024	0	-0.2837	0	-0.6128
欲裂	3	3	1.1024	0	-0.2837	0	-0.6128
罐子	3	3	1.1024	0	-0.2837	0	-0.6128
念咒	3	3	1.1024	0	-0.2837	0	-0.6128
长	3	2	0.4041	0	-0.2837	1	-0.1654
虽然	3	2	0.4041	0	-0.2837	1	-0.1654
勒马	3	3	1.1024	0	-0.2837	0	-0.6128
逃走	3	2	0.4041	0	-0.2837	1	-0.1654
连	3	2	0.4041	0	-0.2837	1	-0.1654
休要	3	2	0.4041	0	-0.2837	1	-0.1654
胡言	3	1	-0.2178	0	-0.2837	2	0.4994
跪下	3	2	0.4041	0	-0.2837	1	-0.1654
赶	3	2	0.4041	0	-0.2837	1	-0.1654
变作	3	2	0.4041	0	-0.2837	1	-0.1654
许多	3	3	1.1024	0	-0.2837	0	-0.6128
日后	3	3	1.1024	0	-0.2837	0	-0.6128
性子	3	3	1.1024	0	-0.2837	0	-0.6128
偏要	3	3	1.1024	0	-0.2837	0	-0.6128
不要	3	3	1.1024	0	-0.2837	0	-0.6128
心意	3	3	1.1024	0	-0.2837	0	-0.6128
保重	3	2	0.4041	0	-0.2837	1	-0.1654
花果山	3	1	-0.2178	0	-0.2837	2	0.4994
纵身	3	1	-0.2178	0	-0.2837	2	0.4994
或	3	2	0.4041	0	-0.2837	1	-0.1654
开门	3	1	-0.2178	0	-0.2837	2	0.4994
一位	3	1	-0.2178	0	-0.2837	2	0.4994
唐朝	3	1	-0.2178	0	-0.2837	2	0.4994
冷水	3	1	-0.2178	0	-0.2837	2	0.4994
寻些	3	1	-0.2178	0	-0.2837	2	0.4994
缩	3	1	-0.2178	0	-0.2837	2	0.4994
相	3	3	1.1024	0	-0.2837	0	-0.6128
奇怪	3	1	-0.2178	0	-0.2837	2	0.4994
并	3	2	0.4041	0	-0.2837	1	-0.1654
那位	3	2	0.4041	0	-0.2837	1	-0.1654
胖	3	3	1.1024	0	-0.2837	0	-0.6128
很	3	1	-0.2178	0	-0.2837	2	0.4994
双影	3	2	0.4041	0	-0.2837	1	-0.1654
落胎泉	3	2	0.4041	0	-0.2837	1	-0.1654
一口	3	2	0.4041	0	-0.2837	1	-0.1654
才能	3	1	-0.2178	0	-0.2837	2	0.4994
解了	3	2	0.4041	0	-0.2837	1	-0.1654
一碗	3	1	-0.2178	0	-0.2837	2	0.4994
送礼	3	1	-0.2178	0	-0.2837	2	0.4994
飞去	3	2	0.4041	0	-0.2837	1	-0.1654
山	3	2	0.4041	0	-0.2837	1	-0.1654
道长	3	3	1.1024	0	-0.2837	0	-0.6128
前来	3	2	0.4041	0	-0.2837	1	-0.1654
休怪	3	3	1.1024	0	-0.2837	0	-0.6128
斗	3	1	-0.2178	0	-0.2837	2	0.4994
回合	3	1	-0.2178	0	-0.2837	2	0.4994
难	3	3	1.1024	0	-0.2837	0	-0.6128
终究	3	3	1.1024	0	-0.2837	0	-0.6128
以为	3	1	-0.2178	0	-0.2837	2	0.4994
筋斗	3	1	-0.2178	0	-0.2837	2	0.4994
洞门	3	2	0.4041	0	-0.2837	1	-0.1654
轻轻	3	1	-0.2178	0	-0.2837	2	0.4994
离去	3	3	1.1024	0	-0.2837	0	-0.6128
收下	3	3	1.1024	0	-0.2837	0	-0.6128
这西粱	3	3	1.1024	0	-0.2837	0	-0.6128
麻烦	3	3	1.1024	0	-0.2837	0	-0.6128
停下	3	1	-0.2178	0	-0.2837	2	0.4994
暗笑	3	1	-0.2178	0	-0.2837	2	0.4994
冷	3	1	-0.2178	0	-0.2837	2	0.4994
侍卫	3	3	1.1024	0	-0.2837	0	-0.6128
暗怒	3	3	1.1024	0	-0.2837	0	-0.6128
无可奈何	3	3	1.1024	0	-0.2837	0	-0.6128
宫殿	3	2	0.4041	0	-0.2837	1	-0.1654
摆	3	2	0.4041	0	-0.2837	1	-0.1654
暗自	3	2	0.4041	0	-0.2837	1	-0.1654
情况	3	3	1.1024	0	-0.2837	0	-0.6128
夫妻	3	3	1.1024	0	-0.2837	0	-0.6128
后	3	1	-0.2178	0	-0.2837	2	0.4994
出家	3	1	-0.2178	0	-0.2837	2	0.4994
陪	3	2	0.4041	0	-0.2837	1	-0.1654
微微	3	3	1.1024	0	-0.2837	0	-0.6128
机会	3	2	0.4041	0	-0.2837	1	-0.1654
相助	3	2	0.4041	0	-0.2837	1	-0.1654
有何	3	2	0.4041	0	-0.2837	1	-0.1654
一场	3	2	0.4041	0	-0.2837	1	-0.1654
好人	3	2	0.4041	0	-0.2837	1	-0.1654
不忍	3	3	1.1024	0	-0.2837	0	-0.6128
住处	3	3	1.1024	0	-0.2837	0	-0.6128
依旧	3	1	-0.2178	0	-0.2837	2	0.4994
